201121,ÌìÓ¥,WASHI,201224,1.9438585221435793,201330,3.174975469090908,201223,4.272309159504363
201120,éÅÊ÷,Banyan,201224,1.7778907028966033,201306,1.8962947700540211,201223,2.0518510934631795
201119,Äá¸ñ,NALGAE,201117,2.4814907731075886,201329,2.608744653711936,201415,3.052649604890923
201118,º£ÌÄ,Haitang,201321,0.8042303266583402,201223,0.9875583173591141,201325,1.3055822263534034
201117,ÄÉÉ³,Nesat,201415,1.4594769438859645,201409,1.5969826230308417,201311,2.264446052207343
201116,É£¿¨,Sonca,201222,8.507019277413146,201218,8.56692173737791,201110,10.143573636356486
201115,Âå¿Ë,Roke,201217,4.1013645840268085,201201,4.541748163889821,201221,6.718648699688151
201114,Ãµ¹å,Kulap,201115,1.6334022122446843,201324,1.8821893730336345,201207,1.8834683407148747
201113,°ÂÂ¹,Noru,201222,3.320729791605132,201218,5.150405427608366,201116,5.364028347310111
201112,ËþÀ­Ë¹,Talas,201106,2.5719067105261946,201115,3.095762451423412,201221,5.061345470752941
201111,ÄÏÂê¶¼,Nanmadol,201410,1.9063216615292018,201416,1.9421997256538723,201214,2.666413224267622
201110,Ãç°Ø,Merbok,201116,5.699224791588662,201222,8.166995379509752,201218,13.212954265158134
201109,Ã·»¨,Muifa,201215,2.6107581633580907,201216,4.482766447968939,201105,4.993537391695057
201108,ÂåÌ¹,Nock-ten,201117,1.5640379010799013,201415,1.87276464431715,201409,2.337259404871608
201107,Ð«»¢,TOKAGE,201121,NaN,201120,NaN,201119,NaN
201106,Âí°°,Ma-on,201112,5.9570364273713885,201210,6.716648661204714,201324,6.850391002401258
201105,Ã×À×,Meari,201410,3.1194269384960416,201416,3.4366734491680404,201214,3.7562747187649705
201104,º£Âí,Haima,201213,0.7303801703447839,201415,1.3447567566302614,201117,1.4461664248040582
201103,É¯Àò¼Î,Sarika,201214,2.349753130267324,201208,2.3661142459380664,201104,2.502938509714375
201102,É£´ï,Songda,201217,2.017750172273723,201204,3.096561915208767,201101,4.4264995139882615
201101,°¬Àû,AERE,201102,1.52634286644223,201201,2.5897452381976844,201217,2.7777833049839744
