201305,贝碧嘉,Bebinca,201108,0.7042765417070747,201310,1.004673675374813,201223,1.2091818978580355
201304,丽琵,Leepi,201214,1.1567365611766558,201105,1.2164418229712464,201412,1.8145606199323017
201306,温比亚,Rumbia,201409,1.1368068836678336,201223,2.0510061175693513,201330,2.609014427885609
201307,苏力,Soulik,201211,4.4473891983985725,201323,5.331897161088326,201109,5.775692517104112
201308,西马仑,Cimaron,201111,2.1198204304502015,201416,2.1435935613760595,201319,2.1761629862284435
201309,飞燕,Jebi,201118,1.3093199631204704,201321,1.3550480907288085,201223,1.3681390896570589
201310,山竹,Mangkhut,201321,1.996565042968919,201330,2.089864211578303,201223,2.259376774170817
201311,尤特,Utor,201214,4.706313604418735,201416,6.03653221524551,201319,6.139569680080807
201312,潭美,Trami,201323,1.9261480743813824,201307,2.22128053530795,201209,3.2350050433751907
201315,康妮,KONG-REY,201214,1.245489913694879,201416,1.6643271647063056,201105,2.0226561601904542
201317,桃芝,Toraji,201102,1.183900682451222,201407,1.8825633502243493,201217,2.2942739192761086
201319,天兔,Usagi,201206,1.747125586860316,201213,2.142350752451118,201329,2.838727970677378
201321,蝴蝶,Wutip,201223,1.3982911765970898,201119,1.464497311528208,201118,1.520324949997938
201323,菲特,Fitow,201312,2.5935628462290454,201307,3.3140058925874514,201105,3.826984617655345
201324,丹娜丝,Danas,201215,2.540684330888334,201106,4.651651848892094,201115,5.403146690789768
201325,百合,Nari,201119,2.4337717301900885,201108,2.678317592044338,201117,2.7646784261101014
201329,罗莎,Krosa,201415,1.5840348824808677,201213,1.586952838900892,201119,1.692064788104435
201330,海燕,Haiyan,201224,5.663404961908814,201409,5.763947452736516,201223,6.795036153564649
