24.5	117.7	1000	16	10	北	80	0
24.4	117.7	995	20	14	北	80	0
24.4	117.8	990	23	12	北	120	0
24.4	117.8	990	23	12	北	120	0
24.3	117.8	985	28	8	北	140	0
24.2	117.8	985	28	8	北	140	0
24.2	117.8	985	28	12	北	140	0
24.2	117.8	980	30	12	北	180	50
24.1	117.7	977	33	12	北西北	180	50
24	117.7	977	35	12	北西北	180	50
23.9	117.7	970	38	12	北西北	180	50
23.8	117.8	970	38	12	北西北	180	50
23.7	117.8	970	38	12	北西北	180	50
23.6	117.9	965	40	12	北西北	180	50
23.5	117.9	965	40	12	北西北	180	60
23.4	118	965	40	12	北西北	180	60
23.3	118	965	40	12	北西北	200	70
23.2	118	965	40	12	北西北	200	70
23.1	118.1	965	40	12	北北西	200	70
23	118.1	965	40	10	北西北	200	70
22.8	118.2	965	40	10	北西北	200	70
22.7	118.2	965	40	10	北西北	200	70
22.6	118.2	965	40	10	北西北	200	70
22.6	118.2	965	40	10	北西北	200	70
22.5	118.2	965	40	10	北西北	200	70
22.5	118.2	965	40	10	北西北	200	70
22.3	118.3	965	40	10	北西北	250	80
22.3	118.3	955	43	10	北西北	250	80
22.2	118.4	955	43	10	北	300	100
22.1	118.4	955	43	10	北	300	100
22	118.4	955	43	10	北	300	100
21.9	118.4	955	43	10	北	300	100
21.8	118.3	955	43	10	北	300	100
21.6	118.3	955	43	10	北	300	100
21.5	118.2	950	45	10	北	300	100
21.4	118.2	950	45	10	北	300	100
21.2	118.2	945	48	10	北	300	100
21.1	118.2	945	48	10	北	300	100
21	118.1	945	50	10	北	300	130
21	118.1	945	50	10	北	300	130
20.9	118.1	945	50	10	北	300	100
20.8	118.1	945	50	10	北	300	100
20.6	118	945	50	10	北	300	100
20.6	117.9	945	50	8	北	320	150
20.6	117.9	945	50	8	北	320	150
20.5	117.9	945	50	8	北	320	150
20.5	117.9	945	50	8	北	320	150
20.5	117.9	945	50	8	北	320	150
20.4	117.8	945	50	8	北	320	150
20.3	117.8	945	50	8	北	320	150
20.3	117.8	945	50	8	北	320	150
20.3	117.8	945	50	8	北	320	150
20.2	117.6	945	50	10	北	320	150
20.1	117.6	945	50	8	北	320	150
20.1	117.6	945	50	10	北	320	150
20	117.5	945	50	10	北	320	150
19.9	117.5	945	50	10	北	320	150
19.9	117.5	945	50	10	北	320	150
19.7	117.5	945	50	5	北	320	150
19.7	117.5	945	50	8	北	320	150
19.7	117.5	945	50	10	北	320	150
19.6	117.5	945	50	10	北	320	150
19.5	117.5	945	50	10	北	320	150
19.5	117.5	940	52	10	北	320	150
19.4	117.5	940	52	10	北	320	150
19.3	117.5	940	52	10	北	320	150
19.2	117.5	940	52	10	北西北	320	150
19.1	117.5	940	52	10	北北东	320	150
18.9	117.5	940	52	8	北西北	320	150
18.8	117.4	940	52	8	北西北	320	150
18.8	117.3	940	52	10	北西北	320	150
18.7	117.2	940	52	10	北西北	320	150
18.6	117.2	940	52	12	北西北	320	150
18.6	117.1	940	52	5	北西北	320	150
18.6	117.1	940	52	10	北西北	320	150
18.6	117.1	940	52	10	北西北	320	150
18.5	117.1	940	52	10	北西北	320	150
18.3	117.1	940	52	8	北西北	320	150
18.1	117.1	940	52	8	北西北	320	150
18	117.1	940	52	5	北西北	320	150
17.9	117.1	940	52	5	北西北	320	150
17.8	117.1	940	52	5	北西北	320	150
17.7	117.1	940	52	5	西北	320	150
17.6	117.1	940	52	8	西北	320	150
17.5	117.1	940	52	8	西北	320	150
17.4	117.1	940	52	8	西北	320	150
17.3	117.1	940	52	8	西北	320	150
17.1	117.3	940	52	5	西北	320	150
17	117.5	940	52	5	西北	300	100
16.9	117.5	940	52	5	西北	300	100
17	117.4	940	52	8	西北	300	100
17.1	117.4	940	52	8	西北	300	100
17.1	117.5	940	52	8	西北	300	100
17	117.5	940	52	8	西北西	300	100
16.9	117.5	940	52	8	西北西	300	100
16.9	117.6	940	52	8	西北西	300	100
16.8	117.7	940	52	8	西北西	300	100
16.8	117.7	940	52	8	西北西	300	100
16.8	117.8	940	52	10	西北西	300	100
16.8	117.8	940	52	10	西北西	300	100
16.8	117.9	940	52	10	西北西	300	100
16.9	118.1	940	52	10	西北西	300	100
16.8	118.2	940	52	10	西北西	300	100
16.6	118.4	940	52	10	西	300	100
16.4	118.5	940	52	10	西	300	100
16.3	118.7	940	52	10	西	300	100
16.3	118.8	940	52	10	西	300	100
16.8	118.8	945	50	10	西	300	100
16.8	118.9	945	50	15	西	300	100
16.9	120	945	50	15	西	300	100
16.8	120.5	945	50	15	西	320	100
17.1	121.2	910	60	15	西	320	100
17.2	121.8	900	68	15	西	320	110
17.4	122.5	900	70	20	西	320	110
17.5	123.3	895	72	15	西	320	110
17.5	123.9	895	72	20	西	320	110
17.6	124.2	895	72	16	西	320	110
18	124.5	895	72	18	西	320	110
18.1	125	895	72	20	西	320	110
18.4	125.6	910	65	20	西	300	100
18.6	126.2	910	65	25	西	300	100
18.7	126.7	910	65	0		300	100
18.7	127.6	920	60	20	西	300	100
